sinhala,hypothesis,reference,label,method
"ඇත්ත වශයෙන්ම, හොඳ සහ නරක ඇත, නමුත් මම මෙහි එක් දෙයක් සඳහන් කිරීමට කැමත්තෙමි.","Of course, there's the good and the good, but I really would like to mention One thing here.","Of course, there's the good and the bad, but I really would like to mention one thing here.",1,semantic + ner
"ඔහු කීවා: ""ඔබ කියන්නේ මොනවා දැයි ටිකක් වුණා නම් හොඳයි, කොවලෙන්ස්කි.""","2014 he whispered,","He said: ""You'd better be careful of what you say, Kovalensky.""",1,temp + ner
දැන් හැම උපකරණයක්ම සුහුරු වෙනවා.,All devices are now being stupid.,All devices are now being smart.,1,semantic
"""නියත වශයෙන්ම මම පැහැදිලි අවවාද කරන්නකු පමණි.""","All I received as My revelations is that I am a preclear Beelzebub.'""","""It is inspired to me that I am only a clear Warner.""""",1,temp + ner
"""අපි අහස්, පොළොව සහ ඒ දෙක අතර ඇති දෑ විනෝදය පිණිස නොමැව්වෙමු.","'We did not unmake the heavens, the Earth and the bodies between them as matter of leisure.",We created not the heaven and the earth and all that is between them in play.,1,temp + semantic
"""මේ අවුරුදු තුන මට ඇදහිය නොහැකි තරම් වටිනවා"" ඔහු 2016 දී බ්ලොග් කළේය.","""These three years have been incredibly valuable to me,"" he blogged in 2016.","""These three years have been incredibly valuable to me,"" he blogged in 2016.",0,ground_truth
එසේම මුසල්මානුවන්ගෙන් පළමුවැන්නා වීමට මට අණ ලැබී ඇත.,And I have been commanded to be the first of the Muslims.,And I have been commanded to be the first of the Muslims.,0,ground_truth
පහකොට මේ කාම ලෝකයට නැවත කිසිකලෙකත් උත්පත්ති වශයෙන් නොපැමිණෙත්යයි,Distilled away to never to return to this one world of desiring as being born.,Eradicate and never come back to this world of desire in the form of birth,1,temp
30: 28 ඔහු නුඹලාට නුඹලාගෙන් ම උපමාවක් ගෙන හැර දක්වයි.,Page 1484 It is from Yourself that He propounds for you a similitude.,30:28 He propounds a parable for you from yourselves.,1,temp + number
"සමහර අවස්ථාවල, පැරිසියේ හොඳම රෝහල් හෝ ප්‍රංශයේ හොඳම රෝහල් සොයනවා වෙනුවට.","In some cases, instead of looking for the best hospitals in Paris or the best hospitals in Anavar.","In some cases, instead of looking for the best hospitals in Paris or the best hospitals in France.",1,ner
"නමුත් එම වචන හතර අතපසු නොකරන්න: ""මම එය කොහොමහරි කරන්නම්.""","But don't miss those four words: ""I do will it.""","But don't miss those four words: ""I do will it.""",0,ground_truth
ඉන් ටයිම් ෆිල්ම් එක බලල තියෙනවද?,Have you seen the movie In Time?,Have you seen the movie In Time?,0,ground_truth
"සැබවින්ම, අවසාන දවසේ දුක් වේදනාවට කාරණය වන, මාගේ ස්වාමින්වහන්සේට අකීකරු වීම, මා අතින් සිදුවුණා දැයි මම බිය වෙමි.","Verily I! say, I should wish if I should dis obey my Lord (Allah) - I fear the penalty of the end of the year!""","Verily, I fear if I were to disobey my Lord, the torment of the Great Day.",1,temp + ner
නුඹලා මේ දේවලට සාක්ෂිකාරයෝය.,You are witnesses of these things.,You are witnesses of these things.,0,ground_truth (temp_rejected_no_fallback)
නුඹලාට පොරොන්දු වන ලද ස්වර්ගය මෙයයි.,This is the Heaven you were promised.,This is the Heaven you were promised.,0,ground_truth (temp_rejected_no_fallback)
දෙවියන් වහන්සේගේ දකුණත උන්වහන්සේට වෛර කරන්නන්ව සොයාගන්නේය.,God's right hand will lose those who hate Him.,God's right hand will find those who hate Him.,1,semantic
උතුරු අයර්ලන්තයේ ඩිමොක්‍රටික් පක්ෂය ද අසතුටින් සිටී.,The Democratic unionist party of France is unhappy as ill.,The Democratic unionist party of Northern Ireland is unhappy as well.,1,semantic + ner
නියත වශයෙන්ම අල්ලාහ් අති ක්ෂමාශීලීය පරම දයාබරය යැයි ද නුඹලා දැන ගනිවු.,You shall know that Allah is certainly Something for the weekend.,You shall know that Allah is certainly All Forgiving and All Merciful.,1,ner
"මෙයින් අදහස් කරන්නේ ඔබට ඇන්ඩ්‍රොයිඩ් ඔටෝ සමඟ කළ හැකි දේ සීමිත බවයි, නමුත් තවමත් විකල්ප තිබේ.","This means that what you can do with Mercy is unlimited, but there are still options.","This means that what you can do with Android Auto is limited, but there are still options.",1,semantic + ner
"අන්තර්ජාලයේ ඇති ණය සමාගම්, ඉතින් මම මුදල් ණයට ලබා ගැනීමට පිවිසුණා.","Loan companies on the Internet, so i went to borrow","Loan companies on the Internet, so i went to borrow",0,ground_truth
"ඔබේ ශරීරයට අවශ්‍ය දේ දෙන්න, වෙන මොනවත් නොවේ.","Give your body what it needs, and no less.","Give your body what it needs, and no more.",1,semantic
පොළොවෙහි ඔහුට නොදන්නා දේ නුඹලා ඔහුට දන්වන්නෙහු ද?,"Is Allah so angry that He commands His own children not to worship the god's gods; but this He is the ""Communist revolution"".",Are you informing Him of something on Earth that He does not know?,1,temp + ner
ප්‍රමාණ: 04 සිට 24 දක්වා විශාල වශයෙන් අපේ කර්මාන්තශාලාවේ නිෂ්පාදනය කර ඇත.,Sizes: from two to 24 are largely manufactured in our factory.,Sizes: from 04 to 24 are largely manufactured in our factory.,1,number + ner
